date,open,high,low,close,volume,value,symbol
07-06-2012,9830.5,9974.7,9787.95,9950.9,22840353,1996.24,NIFTY BANK
08-06-2012,9969.55,10031.2,9809.95,9998.85,19700713,1672.65,NIFTY BANK
11-06-2012,10070.15,10157.75,9934.05,9969.2,17006901,1521.9,NIFTY BANK
12-06-2012,9899.45,10156.4,9893.35,10139.2,18716982,1778.76,NIFTY BANK
13-06-2012,10150,10224.55,10075.2,10128.15,18300321,1742.72,NIFTY BANK
14-06-2012,10073.5,10096.75,9813.65,9836.95,16594461,1577.86,NIFTY BANK
15-06-2012,9881.4,10098.9,9881.4,10064.8,17343223,1547.77,NIFTY BANK
18-06-2012,10178.85,10197.8,9695.6,9749.9,24629281,2343.83,NIFTY BANK
19-06-2012,9730,9808,9619.15,9786.45,19759603,1728.98,NIFTY BANK
20-06-2012,9812.85,9875.65,9764.45,9831.8,15051818,1252.01,NIFTY BANK
21-06-2012,9795.95,10046.9,9769.3,10033.65,17716444,1606.73,NIFTY BANK
22-06-2012,9907.35,10073.45,9873.85,10038.35,15789476,1569.8,NIFTY BANK
25-06-2012,10068.9,10193.45,9892.8,9925.75,15992092,1733.98,NIFTY BANK
26-06-2012,9914.8,10024.65,9901.85,9970.1,12816544,1188.95,NIFTY BANK
27-06-2012,10025.45,10109.65,9988.5,10017.8,15644360,1248.56,NIFTY BANK
28-06-2012,10023.9,10052.2,9950.1,10003.85,49485065,2813.62,NIFTY BANK
29-06-2012,10105.45,10360,10105.45,10340.65,21539969,1806.38,NIFTY BANK
02-07-2012,10366.5,10450.3,10303.65,10412.2,17585816,1534.55,NIFTY BANK
03-07-2012,10460,10544.3,10444.3,10481.3,18408890,1492.98,NIFTY BANK
04-07-2012,10522.4,10548.9,10482.85,10529.45,17847738,1686.79,NIFTY BANK
05-07-2012,10520.05,10651.2,10468.75,10641.9,17941819,1508.83,NIFTY BANK
06-07-2012,10637.95,10687.9,10547.35,10655.35,18896898,1615.62,NIFTY BANK
09-07-2012,10594.95,10635.9,10524.75,10588.05,16270623,1474.25,NIFTY BANK
10-07-2012,10617.05,10767.25,10615.3,10751.55,20526561,1697.49,NIFTY BANK
11-07-2012,10701.6,10782.55,10692.95,10713.3,18954956,1632.56,NIFTY BANK
12-07-2012,10640.15,10676,10557.35,10616.3,13933746,1269.4,NIFTY BANK
13-07-2012,10654.9,10715.15,10568.75,10594.45,12345028,1101.38,NIFTY BANK
16-07-2012,10614.1,10692.8,10552.7,10568.2,13922193,1197.33,NIFTY BANK
17-07-2012,10648.7,10673.5,10518.95,10558.05,14067717,1252.54,NIFTY BANK
18-07-2012,10569.05,10629.15,10498.6,10607.1,15783765,1390.72,NIFTY BANK
19-07-2012,10684.4,10708.6,10606.6,10622.05,17796956,1477.11,NIFTY BANK
20-07-2012,10622.85,10622.85,10463.4,10481.6,13231509,1216.11,NIFTY BANK
23-07-2012,10401.7,10402.25,10254,10274.6,12619241,1049.43,NIFTY BANK
24-07-2012,10282.65,10349.45,10237.25,10299,13191279,1028.9,NIFTY BANK
25-07-2012,10286.55,10315.4,10224.75,10267.85,15459876,1106.37,NIFTY BANK
26-07-2012,10306.5,10314.05,10056.15,10083.8,28163949,2067.16,NIFTY BANK
27-07-2012,10256.25,10401.65,10102.75,10140.55,36508487,2673.87,NIFTY BANK
30-07-2012,10222.55,10427.05,10222.55,10412.15,26314091,2209.69,NIFTY BANK
31-07-2012,10462.8,10467.95,10239.7,10384.1,26427541,2367.08,NIFTY BANK
01-08-2012,10347.8,10445.2,10324.6,10419.9,16176280,1263.42,NIFTY BANK
02-08-2012,10408.95,10417.5,10310.85,10379.6,12871488,1125.39,NIFTY BANK
03-08-2012,10312.8,10336.25,10209.15,10315.6,17024239,1382.66,NIFTY BANK
06-08-2012,10426.75,10501.45,10426.75,10462.4,16993490,1317.11,NIFTY BANK
07-08-2012,10499.7,10616.9,10463.55,10591.95,19069873,1645.8,NIFTY BANK
08-08-2012,10621,10640.75,10511.35,10529.25,15050948,1397.92,NIFTY BANK
09-08-2012,10572.4,10614.2,10425.15,10445.9,17571204,1739.05,NIFTY BANK
10-08-2012,10427.35,10449.25,10272.05,10358.95,28011924,3244.89,NIFTY BANK
13-08-2012,10339.2,10415.2,10284.05,10401.3,19607649,1933.51,NIFTY BANK
14-08-2012,10411.55,10547.1,10387.95,10519.15,17236797,1562.92,NIFTY BANK
16-08-2012,10537.95,10551.05,10405.7,10426.75,14740860,1337,NIFTY BANK
17-08-2012,10425.85,10505.85,10354.7,10417.9,13918692,1317.46,NIFTY BANK
21-08-2012,10436.85,10484.55,10353.85,10469.5,14490210,1141.42,NIFTY BANK
22-08-2012,10413.95,10533.7,10401.75,10472.2,13301832,1185.23,NIFTY BANK
23-08-2012,10508.75,10560.85,10413.3,10457.7,15610245,1359.53,NIFTY BANK
24-08-2012,10404.5,10412.25,10318.55,10332.85,15425039,1190.45,NIFTY BANK
27-08-2012,10338.25,10338.25,10134.4,10150.4,14231734,1199.19,NIFTY BANK
28-08-2012,10149.95,10151.35,10022.85,10059.4,17970575,1506.5,NIFTY BANK
29-08-2012,10077.4,10127,9998.1,10011.9,14285228,1106.12,NIFTY BANK
30-08-2012,9978.2,10130.9,9959.05,10085.2,25221525,1877.83,NIFTY BANK
31-08-2012,10037,10130.95,9948.7,9990.5,19255853,1574.88,NIFTY BANK
03-09-2012,10030.85,10082.5,9941.5,9963,13618805,1093.24,NIFTY BANK
04-09-2012,9967.45,10033,9916.85,10020.65,13479715,1111.88,NIFTY BANK
05-09-2012,9965,9976.4,9814.05,9827.9,22501858,1797.06,NIFTY BANK
06-09-2012,9846.55,9947.45,9831.35,9893.15,16506436,1253.34,NIFTY BANK
07-09-2012,10047.15,10134.75,10036.45,10122,21270702,1663.36,NIFTY BANK
08-09-2012,10127.6,10162.15,10127.6,10147.05,1030481,86.61,NIFTY BANK
10-09-2012,10153.8,10181.85,10041.25,10069.85,11634153,1007.92,NIFTY BANK
11-09-2012,10020.75,10154.2,10006.5,10135.9,13466599,1088.6,NIFTY BANK
12-09-2012,10176.45,10223.95,10109.6,10183.45,14266761,1156.79,NIFTY BANK
13-09-2012,10213.85,10259.4,10171.25,10207.8,13515085,1076.45,NIFTY BANK
14-09-2012,10408.25,10664.55,10408.25,10642.9,38851347,3064.16,NIFTY BANK
17-09-2012,10797.1,11045.45,10797.1,10981.65,45643563,3756.28,NIFTY BANK
18-09-2012,10949.95,11065,10922.7,11043.5,28072238,2337.58,NIFTY BANK
20-09-2012,10907.7,11031.8,10887,10920.8,27523730,2014.45,NIFTY BANK
21-09-2012,10973.15,11433.1,10973.15,11358.5,40748000,3376.98,NIFTY BANK
24-09-2012,11359.3,11533.75,11359.3,11423.5,32933595,2623.32,NIFTY BANK
25-09-2012,11450.45,11517.65,11321.2,11420.75,28715123,2521.7,NIFTY BANK
26-09-2012,11385.7,11441.05,11322.25,11427.25,21363662,1956.36,NIFTY BANK
27-09-2012,11466.25,11490.25,11378.35,11419.45,27637249,2212.66,NIFTY BANK
28-09-2012,11486.55,11536.85,11437.9,11456.8,20066178,1729.7,NIFTY BANK
01-10-2012,11462.1,11466.05,11366.4,11420.45,13624625,1157.05,NIFTY BANK
03-10-2012,11440.2,11471.85,11361.65,11414.95,18410115,1668.2,NIFTY BANK
04-10-2012,11460.15,11685.55,11460.15,11636.05,20856899,1950.15,NIFTY BANK
05-10-2012,11745.2,11745.2,10043.6,11511.4,24032822,2385.23,NIFTY BANK
08-10-2012,11530.65,11530.65,11342.85,11362.2,15284170,1354.33,NIFTY BANK
09-10-2012,11442.75,11528.35,11373.7,11446.1,12457268,1179.99,NIFTY BANK
10-10-2012,11380.25,11380.25,11271.15,11291.5,13858844,1263.9,NIFTY BANK
11-10-2012,11334.9,11476.95,11244.7,11431.3,23060664,2013.19,NIFTY BANK
12-10-2012,11469.2,11527.15,11372.1,11388.45,16212604,1393.78,NIFTY BANK
15-10-2012,11397.7,11454.8,11288.4,11441.8,10661530,990.71,NIFTY BANK
16-10-2012,11495.5,11508.5,11328.25,11348,16854288,1466.24,NIFTY BANK
17-10-2012,11417.1,11425.45,11302.9,11358.25,12578919,1235.36,NIFTY BANK
18-10-2012,11406.45,11594.6,11364.2,11586.35,20705113,1994.93,NIFTY BANK
19-10-2012,11539.05,11605.65,11424.25,11491.2,16019224,1479.08,NIFTY BANK
22-10-2012,11422.1,11619.25,11419.4,11607.4,15917769,1498.66,NIFTY BANK
23-10-2012,11605.8,11656.8,11534.55,11578.15,17408717,1308.11,NIFTY BANK
25-10-2012,11542.3,11643.4,11542.3,11614.5,25243414,2125.34,NIFTY BANK
26-10-2012,11580.85,11631.25,11468.25,11509.15,22956738,1901.54,NIFTY BANK
29-10-2012,11506.5,11585.8,11431.95,11472.15,18025799,1393.16,NIFTY BANK
30-10-2012,11467.2,11600.05,11173.8,11203,28170912,2514.12,NIFTY BANK
31-10-2012,11204.95,11290,11125.2,11268.8,14876136,1383.71,NIFTY BANK
01-11-2012,11266.5,11349.4,11230.2,11315.05,11943617,970.02,NIFTY BANK
02-11-2012,11450.65,11477.55,11394.15,11460.45,26219173,1442.92,NIFTY BANK
05-11-2012,11449.7,11489.3,11401.3,11475.15,11184845,827.64,NIFTY BANK
06-11-2012,11427.95,11568.45,11427.95,11539.05,14244357,1106.28,NIFTY BANK
07-11-2012,11545.35,11719.1,11519.6,11665.5,21617945,1749.41,NIFTY BANK
08-11-2012,11561.35,11637.95,11533.3,11613.55,13787952,1287.88,NIFTY BANK
09-11-2012,11608.8,11663.9,11427.2,11475.6,19604506,2122.67,NIFTY BANK
12-11-2012,11488.1,11608.8,11462.3,11583.85,15428653,1448.61,NIFTY BANK
13-11-2012,11585.3,11598.25,11513.4,11533.9,2504897,229.34,NIFTY BANK
15-11-2012,11493.1,11530.25,11419.05,11521.4,13583244,1183.03,NIFTY BANK
16-11-2012,11487.55,11537.15,11306.05,11335.5,13780382,1273.35,NIFTY BANK
19-11-2012,11342.65,11378.25,11256.4,11306.95,11207437,1019.03,NIFTY BANK
20-11-2012,11373.95,11409.8,11269.7,11318.3,14734331,1276.9,NIFTY BANK
21-11-2012,11352.2,11477.35,11303.75,11465.35,15898274,1299.67,NIFTY BANK
22-11-2012,11497.35,11570.85,11495.05,11508.35,13754016,1232.37,NIFTY BANK
23-11-2012,11540.6,11549,11392,11475.8,10848603,918.86,NIFTY BANK
26-11-2012,11534.2,11534.2,11411.1,11432.45,10227442,921.06,NIFTY BANK
27-11-2012,11502.2,11663.5,11502.2,11657.4,21560134,1769.74,NIFTY BANK
29-11-2012,11706.9,12035.4,11703.25,11992.8,32109553,2720.2,NIFTY BANK
30-11-2012,12082.55,12175.3,12001.15,12158.9,25464482,2054.59,NIFTY BANK
03-12-2012,12126.6,12165.65,12053.45,12103.9,16419409,1429.75,NIFTY BANK
04-12-2012,12092.75,12215.5,12075.9,12197.15,15645716,1404.23,NIFTY BANK
05-12-2012,12240.85,12314.8,12219.3,12281.6,15888429,1454,NIFTY BANK
06-12-2012,12358.35,12480.6,12142.6,12427.55,17741528,1637.35,NIFTY BANK
07-12-2012,12462.4,12477.85,12305.65,12363.7,19816879,1808.83,NIFTY BANK
10-12-2012,12380,12409.75,12341.15,12381.65,17825543,1389.71,NIFTY BANK
11-12-2012,12418.95,12538.9,12238,12344.6,19636674,1755.53,NIFTY BANK
12-12-2012,12374.7,12385.55,12271.35,12301.7,16210115,1447.93,NIFTY BANK
13-12-2012,12337.35,12438.85,12251.05,12269.15,15851392,1439.15,NIFTY BANK
14-12-2012,12247.25,12447.35,12242.8,12424.7,18401284,1568.44,NIFTY BANK
17-12-2012,12403.65,12462.25,12402.7,12427.45,16692865,1473.62,NIFTY BANK
18-12-2012,12455.7,12522.65,12197.2,12477.15,23383919,2274.49,NIFTY BANK
19-12-2012,12514,12571.6,12455.55,12510.25,19306782,1690.05,NIFTY BANK
20-12-2012,12514.6,12514.6,12385.1,12486.5,14902530,1387.23,NIFTY BANK
21-12-2012,12423.6,12432.2,12288.9,12315.05,17029277,1430.3,NIFTY BANK
24-12-2012,12363.85,12366.25,12265.75,12317.7,11707012,932.89,NIFTY BANK
26-12-2012,12350.25,12519,12304.7,12479.45,10972152,1028.21,NIFTY BANK
27-12-2012,12516.05,12523.5,12436.65,12459.7,18249505,1684.76,NIFTY BANK
28-12-2012,12494.15,12494.15,12394.15,12458.15,11781775,998.23,NIFTY BANK
31-12-2012,12442.85,12512.7,12427.7,12474.25,11478822,965.69,NIFTY BANK
01-01-2013,12549.95,12663.5,12547.15,12654.15,14463771,1251.21,NIFTY BANK
02-01-2013,12748.85,12811.45,12748.85,12786.85,19173502,1576.19,NIFTY BANK
03-01-2013,12828.3,12837.8,12722.45,12778.15,15299267,1400.81,NIFTY BANK
04-01-2013,12774.8,12801.7,12684.65,12787.35,14247498,1308.19,NIFTY BANK
07-01-2013,12837.45,12837.45,12682.8,12708.7,15376488,1211.38,NIFTY BANK
08-01-2013,12693.6,12743.95,12632.35,12725.5,16161747,1374.07,NIFTY BANK
09-01-2013,12724.4,12791.7,12687.95,12718,20803137,1925.61,NIFTY BANK
10-01-2013,12775.25,12822.8,12697.75,12802.25,17945198,1631.5,NIFTY BANK
11-01-2013,12832.45,12834.55,12582.65,12617.85,16288008,1341.71,NIFTY BANK
14-01-2013,12622.05,12773.35,12609.9,12758.75,18865385,1632.15,NIFTY BANK
15-01-2013,12766.55,12908.2,12718.4,12855.4,22098913,1939.92,NIFTY BANK
16-01-2013,12836.2,12836.2,12616.2,12638.5,23353202,1930.87,NIFTY BANK
17-01-2013,12608.85,12714.6,12583.35,12649.6,18933829,1600.01,NIFTY BANK
18-01-2013,12688.15,12778.35,12624.4,12680,22876791,1936.52,NIFTY BANK
21-01-2013,12678,12690.4,12608.5,12651.35,13806896,1152.43,NIFTY BANK
22-01-2013,12640.4,12748.95,12544.4,12574.35,17986055,1433.6,NIFTY BANK
23-01-2013,12635.25,12695.95,12509.45,12635.2,14130436,1228.06,NIFTY BANK
24-01-2013,12624.45,12662.85,12534.25,12561.4,17182091,1548.47,NIFTY BANK
25-01-2013,12575.85,12717.9,12535.75,12693.25,17898549,1439.25,NIFTY BANK
28-01-2013,12705.8,12822.05,12698.85,12781.35,22657045,2015.04,NIFTY BANK
29-01-2013,12804.4,12960.65,12685.9,12722.8,43090691,4329.26,NIFTY BANK
30-01-2013,12754.85,12825.65,12726.65,12767.5,25435210,2522.62,NIFTY BANK
31-01-2013,12741.3,12852.5,12688.75,12708.6,41354110,3454.89,NIFTY BANK
01-02-2013,12718.55,12743.2,12580.85,12606.25,20519284,1705.22,NIFTY BANK
04-02-2013,12656.85,12723.3,12515.35,12548.35,23395065,2099.62,NIFTY BANK
05-02-2013,12426.45,12501.5,12415.15,12467.75,18651379,1709.03,NIFTY BANK
06-02-2013,12525.4,12525.4,12396.8,12417.7,16879575,1417.76,NIFTY BANK
07-02-2013,12372.5,12474.5,12305.45,12349.3,16832786,1504.15,NIFTY BANK
08-02-2013,12341.45,12389.8,12245.95,12280.15,22965236,1900.21,NIFTY BANK
11-02-2013,12298.1,12361.1,12273.65,12333,20471045,2006.2,NIFTY BANK
12-02-2013,12331.4,12415.8,12301.65,12405.25,16994498,1515.33,NIFTY BANK
13-02-2013,12424.95,12485.95,12361.9,12385.1,17581132,1717.31,NIFTY BANK
14-02-2013,12400.65,12434,12284.5,12311.3,22406606,2618.61,NIFTY BANK
15-02-2013,12284.45,12373.15,12256.8,12336.55,14358193,1401.35,NIFTY BANK
18-02-2013,12353,12399.85,12329.35,12347.2,11671784,1135.81,NIFTY BANK
19-02-2013,12347.55,12426.9,12303.7,12413.65,9960467,914.17,NIFTY BANK
20-02-2013,12460.4,12470.7,12351.7,12363.7,10674764,1008.49,NIFTY BANK
21-02-2013,12295.15,12301.25,12036.45,12055.5,16289435,1542.79,NIFTY BANK
22-02-2013,12024.4,12139.65,12024.4,12068.95,13752598,1248.15,NIFTY BANK
25-02-2013,12119.95,12137.85,11961.5,12037.3,13701707,1253.97,NIFTY BANK
26-02-2013,11995,11995,11808.8,11844.85,13359058,1182.38,NIFTY BANK
27-02-2013,11882.7,11971.35,11838.35,11930.5,18069301,1456.56,NIFTY BANK
28-02-2013,12007,12041.45,11401.2,11487.35,39740515,3594.65,NIFTY BANK
01-03-2013,11533.05,11592.55,11458.7,11540.05,24522445,2026.68,NIFTY BANK
04-03-2013,11515.4,11602.5,11453.1,11575.6,18066252,1492.47,NIFTY BANK
05-03-2013,11642.8,11814.05,11623.65,11792.05,19445089,1624.56,NIFTY BANK
06-03-2013,11871.55,11904.15,11822.35,11876.2,18382872,1651.58,NIFTY BANK
07-03-2013,11829.2,11989.85,11819.6,11970.25,13249458,1088.9,NIFTY BANK
08-03-2013,12008.8,12219.45,12008.8,12197.25,17634980,1516.26,NIFTY BANK
11-03-2013,12221.5,12241.3,12130.25,12165.4,15993891,1416.79,NIFTY BANK
12-03-2013,12150.7,12183.5,11970.9,12054.5,14228530,1321.09,NIFTY BANK
13-03-2013,11989.55,11989.55,11754.3,11777.5,13076952,1309.71,NIFTY BANK
14-03-2013,11772.45,12058.55,11555.45,12020.75,29589366,2818.97,NIFTY BANK
15-03-2013,11972.75,12034.95,11749.85,11816.55,24765510,2317.28,NIFTY BANK
18-03-2013,11679.35,11810.4,11625.6,11735.5,18870261,1603.56,NIFTY BANK
19-03-2013,11796.2,11814.75,11416.75,11508.05,29131782,2691.07,NIFTY BANK
20-03-2013,11491.8,11491.8,11231.75,11254.85,19888236,1651.12,NIFTY BANK
21-03-2013,11285.65,11512.1,11209.65,11238.35,27651331,2352.8,NIFTY BANK
22-03-2013,11275.45,11331.2,11173.35,11204.05,24270944,1857.84,NIFTY BANK
25-03-2013,11327.4,11372.8,11097.95,11125.65,21007738,1703.75,NIFTY BANK
26-03-2013,11067.35,11198.45,11048.4,11163.45,17353676,1344.57,NIFTY BANK
28-03-2013,11188.95,11413.25,11080.05,11361.85,26155709,1977.85,NIFTY BANK
01-04-2013,11414.95,11460.6,11330.85,11425.55,11678537,925.5,NIFTY BANK
02-04-2013,11430.85,11548.05,11361.15,11523.4,14137032,1075.92,NIFTY BANK
03-04-2013,11512.75,11590.6,11283.4,11344.1,18106112,1535.92,NIFTY BANK
04-04-2013,11243.2,11254.25,11105.1,11126.25,17806888,1354.59,NIFTY BANK
05-04-2013,11120.15,11168.25,11021.4,11098.95,19214638,1546.91,NIFTY BANK
08-04-2013,11075.85,11133.85,11002.1,11012.65,14363229,1045.16,NIFTY BANK
09-04-2013,11085.8,11210.35,10897.15,10929.15,19808530,1547.93,NIFTY BANK
10-04-2013,11009.45,11143.6,10888.75,11122.25,21977363,1698.54,NIFTY BANK
11-04-2013,11220.5,11341.85,11154.05,11306.5,25146062,1998.53,NIFTY BANK
12-04-2013,11239.15,11442.9,11236.05,11410.1,18205635,1438.93,NIFTY BANK
15-04-2013,11357.95,11643.3,11334.75,11526.25,21163881,1669.33,NIFTY BANK
16-04-2013,11517.9,11906.25,11515.3,11871.6,22700010,1895,NIFTY BANK
17-04-2013,11924.7,12112.25,11913.95,11981.05,26760743,2227.18,NIFTY BANK
18-04-2013,11902.55,12313,11891.95,12288.25,24912765,2030.97,NIFTY BANK
22-04-2013,12317.4,12637.95,12317.4,12576.2,25782479,2093.52,NIFTY BANK
23-04-2013,12601.05,12605.7,12333,12543.4,22118453,1927.04,NIFTY BANK
25-04-2013,12632.25,12755.8,12611.5,12726.85,31048894,2858.39,NIFTY BANK
26-04-2013,12679.3,12679.9,12470,12533.15,19407513,1857.22,NIFTY BANK
29-04-2013,12560.35,12661.25,12508.4,12609.15,16867722,1370.75,NIFTY BANK
30-04-2013,12638,12658.6,12402.15,12561.55,17325846,1530.86,NIFTY BANK
02-05-2013,12554.7,12783.3,12552.85,12709.95,21532480,1886.18,NIFTY BANK
03-05-2013,12678.9,12678.9,12364.7,12393.6,25114206,2365.58,NIFTY BANK
06-05-2013,12358.35,12436,12188.3,12396.4,15277090,1395.7,NIFTY BANK
07-05-2013,12404.55,12649.45,12404.55,12631.5,16629627,1441.77,NIFTY BANK
08-05-2013,12662.1,12694.4,12514.7,12643.05,14575548,1271.75,NIFTY BANK
09-05-2013,12663.75,12718.9,12541.8,12596.3,27927009,2207.05,NIFTY BANK
10-05-2013,12580.4,12783.05,12580.4,12752.3,19212360,1635.25,NIFTY BANK
11-05-2013,12730.35,12811.25,12730.35,12780.15,1303016,100.13,NIFTY BANK
13-05-2013,12760.45,12865.35,12546.25,12568.85,19718342,1589.21,NIFTY BANK
14-05-2013,12567.55,12698.35,12516.1,12583.6,13920967,1324.16,NIFTY BANK
15-05-2013,12646.35,13099.35,12646.35,13077.9,27195970,2375.73,NIFTY BANK
16-05-2013,13022.25,13281.8,13022.25,13239.45,21488886,1902.89,NIFTY BANK
17-05-2013,13227.8,13355.1,13116.85,13317.1,18091089,1636.4,NIFTY BANK
20-05-2013,13332.7,13414.3,13150.3,13181.5,15518644,1546.59,NIFTY BANK
21-05-2013,13182.2,13268.25,13038,13066.5,15732230,1472.13,NIFTY BANK
22-05-2013,13105.1,13175.65,12932.2,13008.25,14204492,1298.14,NIFTY BANK
23-05-2013,12907.9,12944,12594.9,12636.5,23749398,2880.02,NIFTY BANK
24-05-2013,12756.35,12828.6,12582.5,12769.35,16871079,1853.48,NIFTY BANK
27-05-2013,12751.5,13014.75,12735.05,12961.55,16714040,1558.69,NIFTY BANK
28-05-2013,12951.4,13016.45,12872.9,12950,14080206,1409.24,NIFTY BANK
29-05-2013,12931.35,12931.35,12773.4,12853.2,12196863,1124.83,NIFTY BANK
30-05-2013,12738.15,12829.55,12721.45,12805.9,24654363,2358.32,NIFTY BANK
31-05-2013,12734.3,12760.45,12453.15,12475.65,20470180,1760.85,NIFTY BANK
03-06-2013,12453.4,12499.85,12323.6,12402.1,14657950,1351.56,NIFTY BANK
04-06-2013,12401.7,12520.55,12252.4,12275.1,12693329,1223.82,NIFTY BANK
05-06-2013,12252.05,12347.3,12196.75,12289.35,14839954,1409.2,NIFTY BANK
06-06-2013,12225.35,12475.05,12184.05,12398.4,15573395,1412.26,NIFTY BANK
07-06-2013,12347.55,12488.6,12209.25,12231.5,16644927,1606.5,NIFTY BANK
10-06-2013,12292.65,12363.8,12017.9,12087.05,13702368,1222.02,NIFTY BANK
11-06-2013,12007.75,12031.9,11795.45,11820.5,22478487,2100.41,NIFTY BANK
12-06-2013,11791.1,11899.05,11732.35,11814.85,20252767,1972.97,NIFTY BANK
13-06-2013,11693.9,11793.3,11656.9,11686.75,15788039,1407.23,NIFTY BANK
14-06-2013,11827.35,11947.35,11803.8,11922.85,19466747,1648.31,NIFTY BANK
17-06-2013,11928.3,11992.95,11735.25,11971.05,18764513,1659.23,NIFTY BANK
18-06-2013,11946.2,11950.95,11795.2,11820.95,15617409,1281.03,NIFTY BANK
19-06-2013,11798.65,11867.2,11738.7,11852.65,13690983,1141.88,NIFTY BANK
20-06-2013,11677.35,11677.35,11347.55,11375.4,23903329,1993.26,NIFTY BANK
21-06-2013,11323.35,11420.25,11210.75,11340.15,27180620,2117.78,NIFTY BANK
24-06-2013,11272.2,11275.4,11134.2,11178.3,19857990,1630.29,NIFTY BANK
25-06-2013,11213.1,11325.5,11107.8,11181.05,29636216,2429.99,NIFTY BANK
26-06-2013,11211,11261.65,11033.75,11066.55,20644791,1708.26,NIFTY BANK
27-06-2013,11225.5,11277.05,11164.75,11235.75,27443073,2214.12,NIFTY BANK
28-06-2013,11367.2,11654.7,11367.2,11617.25,25527065,1897.58,NIFTY BANK
01-07-2013,11597.45,11733.1,11597.45,11714.9,15760165,1215.61,NIFTY BANK
02-07-2013,11703.95,11752.9,11590.5,11614.25,16195026,1294.27,NIFTY BANK
03-07-2013,11500.3,11505.75,11322.8,11357.8,20685004,1634.42,NIFTY BANK
04-07-2013,11389.65,11454.3,11273.6,11381.2,24263969,1819.13,NIFTY BANK
05-07-2013,11485.85,11530.65,11418,11434.3,15515391,1245.65,NIFTY BANK
08-07-2013,11328.2,11328.2,11176.65,11283.3,17371280,1384.11,NIFTY BANK
09-07-2013,11365.2,11458.3,11353.05,11442.45,17127320,1437.64,NIFTY BANK
10-07-2013,11477.55,11540.9,11317.2,11364.45,16540187,1297.64,NIFTY BANK
11-07-2013,11541.95,11710.45,11541.95,11655.3,16770622,1271.29,NIFTY BANK
12-07-2013,11733.05,11743.25,11589.45,11722.8,16006244,1214.83,NIFTY BANK
15-07-2013,11678.9,11811.9,11621.75,11790.25,16069280,1312.12,NIFTY BANK
16-07-2013,11459.4,11459.4,11209.75,11226.15,34536971,2536.05,NIFTY BANK
17-07-2013,11264,11264,10829.75,10971.6,42534445,2807.46,NIFTY BANK
18-07-2013,11033.5,11236.85,10837.75,11187.7,39850770,2917.83,NIFTY BANK
19-07-2013,11223.8,11237.9,10934.25,10973.9,28778059,2061.87,NIFTY BANK
22-07-2013,10948.4,11132.2,10948.4,11086.95,17830064,1153.46,NIFTY BANK
23-07-2013,11218.8,11285.8,11195,11239.7,20127227,1382.34,NIFTY BANK
24-07-2013,11018.05,11018.05,10661.3,10720.15,53956494,3015.02,NIFTY BANK
25-07-2013,10667.05,10772.7,10594.6,10614,40830437,2720.3,NIFTY BANK
26-07-2013,10701.25,10723.3,10352.95,10465.25,52076290,2700.42,NIFTY BANK
29-07-2013,10451.85,10451.85,10310.65,10331,27018135,1609.61,NIFTY BANK
30-07-2013,10339.1,10449.7,10195.5,10209.55,35138744,2193.81,NIFTY BANK
31-07-2013,10164.65,10164.65,9863.05,10015.75,60228820,3382.13,NIFTY BANK
01-08-2013,10130.1,10219.4,9867.6,10142.95,53399835,2943.56,NIFTY BANK
02-08-2013,10162.15,10219.6,9958.4,9997.8,38760558,2322.8,NIFTY BANK
05-08-2013,10031.3,10117.65,9818.5,10094.9,32459507,1720.7,NIFTY BANK
06-08-2013,10013.6,10013.6,9660.3,9703.1,37590197,2115.21,NIFTY BANK
07-08-2013,9713.45,9848.35,9667.55,9757.25,43422854,2414.25,NIFTY BANK
08-08-2013,9780.55,9909.75,9724.8,9816.4,32947741,1878.11,NIFTY BANK
12-08-2013,9849.85,9853.95,9669.1,9711.4,45689270,2720.51,NIFTY BANK
13-08-2013,9666.55,10007.6,9582.55,9985.65,41036174,2348.4,NIFTY BANK
14-08-2013,10010.15,10071.25,9912.35,10026.4,37464987,2070.85,NIFTY BANK
16-08-2013,9887.9,9891.4,9420.15,9450.85,48448848,2713.57,NIFTY BANK
19-08-2013,9425.5,9425.5,9087,9145,45770987,2238.54,NIFTY BANK
20-08-2013,8939.2,9277.05,8860.15,9218.95,60849087,2869.55,NIFTY BANK
21-08-2013,9652,9766.1,9129.25,9264.4,88354906,4027.81,NIFTY BANK
22-08-2013,9194.85,9373.8,9005.25,9268.9,73295799,3341.2,NIFTY BANK
23-08-2013,9322.8,9493.85,9215.85,9470.1,53547580,2644.26,NIFTY BANK
26-08-2013,9529.7,9586.65,9294.05,9373.55,39800636,2086.9,NIFTY BANK
27-08-2013,9208.15,9208.15,8842.5,8870.5,54297562,2750.96,NIFTY BANK
28-08-2013,8729.25,8869.7,8366.75,8760.85,68036121,3316.37,NIFTY BANK
29-08-2013,8897,8958.35,8759.85,8904.6,56814329,2753.45,NIFTY BANK
30-08-2013,8891.9,9135.55,8846.55,9049.2,79306095,4436.79,NIFTY BANK
02-09-2013,9112.8,9233.6,9086.75,9139.5,37748420,1875.13,NIFTY BANK
03-09-2013,9220.95,9220.95,8625.4,8664.2,47745072,2292.58,NIFTY BANK
04-09-2013,8688.65,8916.75,8605.65,8845.75,47968590,2348.9,NIFTY BANK
05-09-2013,9253.45,9704.6,9253.45,9682.4,95347572,5028.08,NIFTY BANK
